trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
392,False,"{'a': 0.5, 'e': 1.0}",25,0,-112.96562562968285,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
393,False,"{'a': 0.5, 'e': 1.0}",20,0,-170.58919598548437,"{0: 9, 1: 2, 2: 5, 3: 2, 4: 2}",0
394,False,"{'a': 0.5, 'e': 1.0}",25,0,-116.15209284558215,"{0: 15, 1: 0, 2: 9, 3: 0, 4: 1}",0
395,False,"{'a': 0.5, 'e': 1.0}",30,0,-99.2181712881402,"{0: 21, 1: 3, 2: 3, 3: 2, 4: 1}",0
396,False,"{'a': 0.5, 'e': 1.0}",25,0,-120.69549307565278,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
397,False,"{'a': 0.5, 'e': 1.0}",30,0,-213.71346338052504,"{0: 16, 1: 4, 2: 5, 3: 2, 4: 3}",0
398,False,"{'a': 0.5, 'e': 1.0}",20,0,-54.757879531630216,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
399,False,"{'a': 0.5, 'e': 1.0}",30,0,-195.44297407031343,"{0: 16, 1: 5, 2: 5, 3: 1, 4: 3}",0
400,False,"{'a': 0.5, 'e': 1.0}",25,0,-218.53969744494051,"{0: 11, 1: 4, 2: 5, 3: 2, 4: 3}",0
401,False,"{'a': 0.5, 'e': 0.995}",25,0,-163.02963016737786,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
402,False,"{'a': 0.5, 'e': 0.990025}",35,7,-139.92603726282005,"{0: 20, 1: 0, 2: 4, 3: 2, 4: 2}",1
403,False,"{'a': 0.5, 'e': 0.985074875}",20,0,-117.9698910917136,"{0: 7, 1: 4, 2: 7, 3: 2, 4: 0}",0
404,False,"{'a': 0.5, 'e': 0.9801495006250001}",20,0,-41.241203829239126,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
405,False,"{'a': 0.5, 'e': 0.9752487531218751}",30,0,-90.19704011316165,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
406,False,"{'a': 0.5, 'e': 0.9703725093562657}",20,0,-149.00317227528913,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",1
407,False,"{'a': 0.5, 'e': 0.9655206468094844}",30,0,-197.56903603444013,"{0: 14, 1: 5, 2: 7, 3: 2, 4: 2}",0
408,False,"{'a': 0.5, 'e': 0.960693043575437}",20,0,-80.45062475770438,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
409,False,"{'a': 0.5, 'e': 0.9558895783575597}",20,0,-77.56292990247829,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
410,False,"{'a': 0.5, 'e': 0.951110130465772}",20,0,-59.9277327542417,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
411,False,"{'a': 0.5, 'e': 0.9463545798134431}",20,0,-120.91386694857867,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
412,False,"{'a': 0.5, 'e': 0.9416228069143758}",20,0,-31.303679142129628,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
413,False,"{'a': 0.5, 'e': 0.936914692879804}",20,0,-22.78205341553157,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
414,False,"{'a': 0.5, 'e': 0.932230119415405}",30,0,-146.72797957700433,"{0: 16, 1: 5, 2: 6, 3: 2, 4: 1}",0
415,False,"{'a': 0.5, 'e': 0.927568968818328}",25,0,-76.43270370613739,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
416,False,"{'a': 0.5, 'e': 0.9229311239742363}",25,8,-15.225040190571072,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.9183164683543651}",35,0,-210.180222930195,"{0: 25, 1: 3, 2: 0, 3: 3, 4: 4}",0
418,False,"{'a': 0.5, 'e': 0.9137248860125933}",20,0,-90.97346164089565,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
419,False,"{'a': 0.5, 'e': 0.9091562615825303}",30,0,-104.18301447895469,"{0: 16, 1: 5, 2: 8, 3: 1, 4: 0}",0
420,False,"{'a': 0.5, 'e': 0.9046104802746177}",25,0,-177.61144905286466,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 3}",0
421,False,"{'a': 0.5, 'e': 0.9000874278732446}",25,0,-188.1751352006842,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 3}",0
422,False,"{'a': 0.5, 'e': 0.8955869907338784}",20,0,-123.5124713205598,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
423,False,"{'a': 0.5, 'e': 0.8911090557802089}",20,0,-116.19860511136736,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
424,False,"{'a': 0.5, 'e': 0.8866535105013079}",25,0,-152.3617178098792,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
425,False,"{'a': 0.5, 'e': 0.8822202429488014}",20,6,-45.24005619661163,"{0: 9, 1: 0, 2: 4, 3: 1, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.8778091417340574}",25,0,-165.18329874556952,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
427,False,"{'a': 0.5, 'e': 0.8734200960253872}",30,20,-46.14437093101952,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
428,False,"{'a': 0.5, 'e': 0.8690529955452603}",20,2,-73.86685077076588,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 1}",1
429,False,"{'a': 0.5, 'e': 0.864707730567534}",25,0,-126.77439585495405,"{0: 15, 1: 3, 2: 3, 3: 3, 4: 1}",0
430,False,"{'a': 0.5, 'e': 0.8603841919146964}",20,0,-117.72723001124908,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",1
431,False,"{'a': 0.5, 'e': 0.8560822709551229}",20,0,-115.23847175218897,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
432,False,"{'a': 0.5, 'e': 0.8518018596003473}",25,0,-66.64407078212686,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
433,False,"{'a': 0.5, 'e': 0.8475428503023456}",20,0,-113.29754796135444,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
434,False,"{'a': 0.5, 'e': 0.8433051360508338}",20,0,-80.12778860027116,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
435,False,"{'a': 0.5, 'e': 0.8390886103705796}",25,0,-109.47316648586725,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
436,False,"{'a': 0.5, 'e': 0.8348931673187266}",20,0,-39.065579151525284,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
437,False,"{'a': 0.5, 'e': 0.830718701482133}",30,0,-122.0743011591549,"{0: 22, 1: 0, 2: 5, 3: 1, 4: 2}",0
438,False,"{'a': 0.5, 'e': 0.8265651079747224}",20,0,-52.61785037578147,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
439,False,"{'a': 0.5, 'e': 0.8224322824348488}",20,11,-4.050207967525876,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.8183201210226745}",30,0,-110.32206279019087,"{0: 20, 1: 1, 2: 7, 3: 1, 4: 1}",0
441,False,"{'a': 0.5, 'e': 0.8142285204175611}",25,0,-11.359055394848244,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
442,False,"{'a': 0.5, 'e': 0.8101573778154733}",25,0,-106.74806446409421,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
443,False,"{'a': 0.5, 'e': 0.8061065909263959}",25,15,3.576353214077077,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.802076057971764}",20,8,-8.96404602355524,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.7980656776819052}",25,0,-36.25673237234531,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
446,False,"{'a': 0.5, 'e': 0.7940753492934957}",20,7,-33.44393310349366,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.7901049725470282}",25,11,-88.82829908335928,"{0: 7, 1: 0, 2: 6, 3: 0, 4: 1}",1
448,False,"{'a': 0.5, 'e': 0.786154447684293}",25,3,-23.818028298407583,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.7822236754458716}",20,0,-60.64012055707472,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
450,False,"{'a': 0.5, 'e': 0.7783125570686422}",25,0,-69.10650287984907,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
451,False,"{'a': 0.5, 'e': 0.774420994283299}",20,0,-79.87768547962987,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
452,False,"{'a': 0.5, 'e': 0.7705488893118825}",20,10,-20.86868278908717,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.7666961448653231}",25,0,-209.91217624151187,"{0: 14, 1: 1, 2: 4, 3: 3, 4: 3}",0
454,False,"{'a': 0.5, 'e': 0.7628626641409965}",20,6,-82.70651650382914,"{0: 9, 1: 1, 2: 1, 3: 2, 4: 1}",1
455,False,"{'a': 0.5, 'e': 0.7590483508202914}",25,6,-123.99368765367568,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 2}",1
456,False,"{'a': 0.5, 'e': 0.7552531090661899}",25,0,-120.21003160497685,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
457,False,"{'a': 0.5, 'e': 0.751476843520859}",20,0,-69.45525982480791,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
458,False,"{'a': 0.5, 'e': 0.7477194593032547}",25,4,-108.90464103133831,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 2}",1
459,False,"{'a': 0.5, 'e': 0.7439808620067384}",25,0,-91.60896038248409,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
460,False,"{'a': 0.5, 'e': 0.7402609576967047}",25,0,-109.90555534152566,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
461,False,"{'a': 0.5, 'e': 0.7365596529082212}",30,0,-42.64882761855504,"{0: 22, 1: 1, 2: 7, 3: 0, 4: 0}",0
462,False,"{'a': 0.5, 'e': 0.7328768546436801}",20,0,-96.8476674246759,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
463,False,"{'a': 0.5, 'e': 0.7292124703704618}",20,0,-170.05837378053275,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 4}",0
464,False,"{'a': 0.5, 'e': 0.7255664080186095}",20,0,-93.26256535552139,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
465,False,"{'a': 0.5, 'e': 0.7219385759785164}",30,0,-157.90807134020034,"{0: 18, 1: 1, 2: 9, 3: 0, 4: 2}",0
466,False,"{'a': 0.5, 'e': 0.7183288830986239}",20,10,2.8545710492127903,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.7147372386831308}",30,9,-108.9550375286183,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 1}",1
468,False,"{'a': 0.5, 'e': 0.7111635524897151}",20,0,-30.97029097070984,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
469,False,"{'a': 0.5, 'e': 0.7076077347272665}",25,0,-44.13147774363595,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
470,False,"{'a': 0.5, 'e': 0.7040696960536301}",35,2,-43.56885192639663,"{0: 23, 1: 5, 2: 5, 3: 0, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.700549347573362}",20,0,-39.7350747532452,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
472,False,"{'a': 0.5, 'e': 0.6970466008354952}",25,0,-53.35063739978568,"{0: 15, 1: 6, 2: 4, 3: 0, 4: 0}",0
473,False,"{'a': 0.5, 'e': 0.6935613678313177}",30,0,-104.42740367229673,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 2}",0
474,False,"{'a': 0.5, 'e': 0.6900935609921611}",20,0,-38.05828071421036,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
475,False,"{'a': 0.5, 'e': 0.6866430931872003}",25,0,-108.3214666219557,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
476,False,"{'a': 0.5, 'e': 0.6832098777212643}",20,5,3.425959073966295,"{0: 12, 1: 3, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.679793828332658}",20,5,-31.91116593540166,"{0: 9, 1: 3, 2: 3, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.6763948591909947}",25,0,-69.0786909174595,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
479,False,"{'a': 0.5, 'e': 0.6730128848950397}",25,0,-67.8099173451992,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
480,False,"{'a': 0.5, 'e': 0.6696478204705646}",25,0,-14.097082124908736,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
481,False,"{'a': 0.5, 'e': 0.6662995813682118}",20,10,-76.48956303103121,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 2}",1
482,False,"{'a': 0.5, 'e': 0.6629680834613707}",20,0,11.48741853951329,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
483,False,"{'a': 0.5, 'e': 0.6596532430440638}",25,0,-73.65077944191158,"{0: 18, 1: 2, 2: 1, 3: 4, 4: 0}",0
484,False,"{'a': 0.5, 'e': 0.6563549768288435}",25,0,-90.1712429228923,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
485,False,"{'a': 0.5, 'e': 0.6530732019446992}",25,0,-41.33514911929653,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
486,False,"{'a': 0.5, 'e': 0.6498078359349757}",20,9,-56.77717673259485,"{0: 6, 1: 3, 2: 1, 3: 0, 4: 1}",1
487,False,"{'a': 0.5, 'e': 0.6465587967553008}",20,0,-80.82872412777641,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
488,False,"{'a': 0.5, 'e': 0.6433260027715243}",20,0,-179.21810197027045,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
489,False,"{'a': 0.5, 'e': 0.6401093727576667}",25,0,-105.75001691673316,"{0: 17, 1: 0, 2: 5, 3: 2, 4: 1}",0
490,False,"{'a': 0.5, 'e': 0.6369088258938783}",20,14,12.170703113067848,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.6337242817644089}",25,0,-116.63661966007224,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
492,False,"{'a': 0.5, 'e': 0.6305556603555869}",20,0,10.20127040202557,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
493,False,"{'a': 0.5, 'e': 0.6274028820538089}",25,13,-75.49665700413013,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
494,False,"{'a': 0.5, 'e': 0.6242658676435399}",30,0,-150.86937674562893,"{0: 22, 1: 2, 2: 1, 3: 2, 4: 3}",0
495,False,"{'a': 0.5, 'e': 0.6211445383053221}",35,9,-131.586135336359,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 3}",1
496,False,"{'a': 0.5, 'e': 0.6180388156137955}",25,15,-59.12437102792483,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 1}",1
497,False,"{'a': 0.5, 'e': 0.6149486215357265}",20,0,-63.20557710400922,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
498,False,"{'a': 0.5, 'e': 0.6118738784280479}",25,0,-8.3280809904613,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
499,False,"{'a': 0.5, 'e': 0.6088145090359076}",20,0,-39.879785637453445,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",1
500,False,"{'a': 0.5, 'e': 0.605770436490728}",20,0,-23.094265602783143,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
501,False,"{'a': 0.5, 'e': 0.6027415843082744}",20,0,-95.83444075153069,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
502,False,"{'a': 0.5, 'e': 0.5997278763867331}",30,2,-49.504422383273294,"{0: 23, 1: 0, 2: 4, 3: 0, 4: 1}",1
503,False,"{'a': 0.5, 'e': 0.5967292370047994}",30,0,-57.11506784580597,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
504,False,"{'a': 0.5, 'e': 0.5937455908197754}",20,0,-36.37737264139758,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
505,False,"{'a': 0.5, 'e': 0.5907768628656765}",20,4,-48.75600183695952,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
506,False,"{'a': 0.5, 'e': 0.5878229785513481}",20,0,-52.10102352676986,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
507,False,"{'a': 0.5, 'e': 0.5848838636585914}",25,2,-70.34522475991619,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 1}",1
508,False,"{'a': 0.5, 'e': 0.5819594443402984}",25,0,-29.692838732767786,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 0}",0
509,False,"{'a': 0.5, 'e': 0.579049647118597}",20,0,-99.98112544652952,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
510,False,"{'a': 0.5, 'e': 0.576154398883004}",20,0,-116.94175354298945,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
511,False,"{'a': 0.5, 'e': 0.573273626888589}",20,0,-49.30712680505795,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
512,False,"{'a': 0.5, 'e': 0.570407258754146}",20,0,-7.993357016984678,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.5675552224603753}",25,16,-25.23446496279965,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
514,False,"{'a': 0.5, 'e': 0.5647174463480734}",20,3,-93.18439217521029,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 2}",1
515,False,"{'a': 0.5, 'e': 0.561893859116333}",30,12,-30.049785310954697,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
516,False,"{'a': 0.5, 'e': 0.5590843898207514}",25,0,-40.45821905565272,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
517,False,"{'a': 0.5, 'e': 0.5562889678716476}",30,0,-97.66922412622027,"{0: 23, 1: 2, 2: 2, 3: 1, 4: 2}",0
518,False,"{'a': 0.5, 'e': 0.5535075230322893}",35,10,-93.23482668840518,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",1
519,False,"{'a': 0.5, 'e': 0.5507399854171279}",30,23,0.7992013214665095,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.5479862854900422}",20,0,-11.633373857234808,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",0
521,False,"{'a': 0.5, 'e': 0.545246354062592}",30,14,-18.838956742847518,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.5425201222922791}",35,21,-65.53958624626131,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 1}",1
523,False,"{'a': 0.5, 'e': 0.5398075216808177}",20,0,-63.32132578525865,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
524,False,"{'a': 0.5, 'e': 0.5371084840724136}",20,0,-125.80078815741926,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
525,False,"{'a': 0.5, 'e': 0.5344229416520515}",20,0,-94.66256833064088,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
526,False,"{'a': 0.5, 'e': 0.5317508269437913}",20,4,-32.77741326127383,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
527,False,"{'a': 0.5, 'e': 0.5290920728090723}",30,7,-13.084654823434267,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 0}",1
528,False,"{'a': 0.5, 'e': 0.526446612445027}",25,8,-7.805619871260911,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
529,False,"{'a': 0.5, 'e': 0.5238143793828018}",20,12,15.367262206279054,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.5211953074858878}",20,15,2.5010332817848324,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.5, 'e': 0.5185893309484584}",20,2,-15.01880035918511,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
532,False,"{'a': 0.5, 'e': 0.5159963842937161}",20,0,-42.595602704670334,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
533,False,"{'a': 0.5, 'e': 0.5134164023722475}",30,21,2.3003202012135042,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.5108493203603862}",20,14,10.384115989584371,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.5082950737585843}",30,17,-28.158082977544062,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
536,False,"{'a': 0.5, 'e': 0.5057535983897914}",25,10,-6.2481620670781375,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 0}",1
537,False,"{'a': 0.5, 'e': 0.5032248303978424}",35,18,-3.863559684049781,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.5007087062458532}",20,0,9.89313028754542,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
539,False,"{'a': 0.5, 'e': 0.4982051627146239}",20,12,1.38421485176211,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
540,False,"{'a': 0.5, 'e': 0.49571413690105076}",25,7,5.78552532768155,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
541,False,"{'a': 0.5, 'e': 0.4932355662165455}",30,11,-38.70637317922014,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.4907693883854628}",35,0,-50.501436395553185,"{0: 30, 1: 1, 2: 2, 3: 1, 4: 1}",0
543,False,"{'a': 0.5, 'e': 0.4883155414435355}",20,0,-154.82854056265282,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 3}",0
544,False,"{'a': 0.5, 'e': 0.4858739637363178}",25,13,-31.264950814324116,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
545,False,"{'a': 0.5, 'e': 0.4834445939176362}",20,8,4.963821891541629,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.48102737094804804}",20,5,-61.61519581628628,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 1}",1
547,False,"{'a': 0.5, 'e': 0.4786222340933078}",20,14,-6.015284051748067,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.47622912292284125}",30,3,-13.664514216763118,"{0: 23, 1: 0, 2: 3, 3: 1, 4: 0}",1
549,False,"{'a': 0.5, 'e': 0.47384797730822703}",25,0,-27.48470639607002,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
550,False,"{'a': 0.5, 'e': 0.4714787374216859}",20,0,-6.581443281563865,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.4691213437345775}",30,21,17.587442548323782,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.5, 'e': 0.4667757370159046}",20,2,-95.61147759979345,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 1}",1
553,False,"{'a': 0.5, 'e': 0.4644418583308251}",20,15,-1.5608396157400999,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
554,False,"{'a': 0.5, 'e': 0.46211964903917097}",20,0,-4.84361982806041,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
555,False,"{'a': 0.5, 'e': 0.4598090507939751}",20,0,-67.89940225125824,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
556,False,"{'a': 0.5, 'e': 0.4575100055400052}",25,8,20.371104376912935,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
557,False,"{'a': 0.5, 'e': 0.45522245551230517}",30,4,-67.79823169003568,"{0: 17, 1: 6, 2: 0, 3: 3, 4: 0}",1
558,False,"{'a': 0.5, 'e': 0.45294634323474364}",30,21,5.300717331201221,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.5, 'e': 0.45068161151856995}",20,6,-36.92029696427093,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
560,False,"{'a': 0.5, 'e': 0.4484282034609771}",20,12,-44.38911657672985,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
561,False,"{'a': 0.5, 'e': 0.4461860624436722}",20,10,14.681443624390164,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.5, 'e': 0.4439551321314538}",25,19,12.941756446378129,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.5, 'e': 0.44173535647079654}",30,11,-156.4633677284827,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 4}",1
564,False,"{'a': 0.5, 'e': 0.43952667968844256}",20,14,-41.427020646210586,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 1}",1
565,False,"{'a': 0.5, 'e': 0.43732904629000036}",20,0,6.66965844864686,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
566,False,"{'a': 0.5, 'e': 0.43514240105855034}",20,16,8.346221774432284,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.5, 'e': 0.4329666890532576}",25,11,-91.55524393630894,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 2}",1
568,False,"{'a': 0.5, 'e': 0.4308018556079913}",25,1,-38.33245035263556,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 1}",1
569,False,"{'a': 0.5, 'e': 0.42864784632995134}",30,4,-35.43441447201056,"{0: 19, 1: 2, 2: 5, 3: 0, 4: 0}",1
570,False,"{'a': 0.5, 'e': 0.42650460709830157}",20,0,-84.09766019091812,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
571,False,"{'a': 0.5, 'e': 0.4243720840628101}",30,16,29.01644571461319,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.5, 'e': 0.42225022364249604}",20,13,11.940587104408042,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.5, 'e': 0.42013897252428356}",30,16,25.307417826681156,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.5, 'e': 0.4180382776616621}",25,18,13.266001127252562,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.5, 'e': 0.41594808627335383}",20,12,-3.789083510546409,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
576,False,"{'a': 0.5, 'e': 0.41386834584198706}",30,9,-2.3398621858853605,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 0}",1
